"","X","FY","Division","Code","Month","MonthNumber","MonthSortKey","FND_CAT","Pillar","Numerator_Hours","Denominator_Hours","Rate"
"3351",3351,2019,290,"293","Feb","05--Feb",5,"MISSION","OVERHEAD",2,291.5,0.006861063
"3313",3313,2019,290,"292","Jun","09--Jun",9,"REIMB","",18,166,0.108433735
"1038",1038,2018,260,"264","May","08--May",8,"MISSION","FTS",362.5,520,0.697115385
"546",546,2018,250,"251","Apr","07--Apr",7,"MISSION","TSRA",0,625.5,0
"2082",2082,2019,240,"241","Dec","03--Dec",3,"MISSION","OVERHEAD",112.5,851.5,0.132119789
"5020",5020,2020,290,"294","Jul","10--Jul",10,"MISSION","OVERHEAD",0,370,0
"1886",1886,2019,210,"212","May","08--May",8,"MISSION","OVERHEAD",14.5,1164,0.012457045
"1750",1750,2019,200,"200A1","Feb","05--Feb",5,"MISSION","OVERHEAD",0,146,0
"1135",1135,2018,280,"282","Jul","10--Jul",10,"MISSION","OVERHEAD",23,584.5,0.039349872
"415",415,2018,240,"241","May","08--May",8,"MISSION","OVERHEAD",33,187.5,0.176
"377",377,2018,240,"241","Apr","07--Apr",7,"REIMB","REIMB",0,43,0
"1432",1432,2018,290,"290","Aug","11--Aug",11,"MISSION","OVERHEAD",0,148.5,0
"4364",4364,2020,260,"262","Jun","09--Jun",9,"MISSION","CMO",0,36,0
"2222",2222,2019,240,"243","Oct","01--Oct",1,"MISSION","FTS",3,843.5,0.003556609
"3197",3197,2019,280,"287","Nov","02--Nov",2,"MISSION","CMO",0,32,0
"1294",1294,2018,280,"285","Feb","05--Feb",5,"MISSION","TSRA",0,173,0
"325",325,2018,220,"224","Jan","04--Jan",4,"MISSION","OVERHEAD",9.5,406.5,0.023370234
"1768",1768,2019,200,"205A","Jul","10--Jul",10,"MISSION","OVERHEAD",77.5,1592.5,0.04866562
"4801",4801,2020,280,"286","Oct","01--Oct",1,"MISSION","TSRA",142,303,0.468646865
"449",449,2018,240,"242","Jul","10--Jul",10,"MISSION","TSRA",32,1152,0.027777778
"4380",4380,2020,260,"262","Nov","02--Nov",2,"MISSION","",0,25,0
"2740",2740,2019,260,"264","Apr","07--Apr",7,"MISSION","UNIQ",0,21,0
"3833",3833,2020,240,"241","Aug","11--Aug",11,"REIMB","REIMB",0,25,0
"4842",4842,2020,280,"287","Nov","02--Nov",2,"MISSION","OVERHEAD",0,125,0
"2217",2217,2019,240,"243","Nov","02--Nov",2,"MISSION","CMO",0,14,0
"3327",3327,2019,290,"292","Nov","02--Nov",2,"MISSION","TSRA",0,80,0
"184",184,2018,220,"220","Aug","11--Aug",11,"MISSION","CMO",6,0,0
"4036",4036,2020,250,"251","Nov","02--Nov",2,"MISSION","TSRA",77,710,0.108450704
"1914",1914,2019,220,"220","Nov","02--Nov",2,"MISSION","OVERHEAD",35,120,0.291666667
"1247",1247,2018,280,"284","Jul","10--Jul",10,"MISSION","TSRA",0,297.5,0
"609",609,2018,250,"252","Aug","11--Aug",11,"MISSION","TSRA",35,760,0.046052632
"4424",4424,2020,260,"263","Jul","10--Jul",10,"REIMB","REIMB",35,213,0.164319249
"611",611,2018,250,"252","Dec","03--Dec",3,"MISSION","CMO",2,129,0.015503876
"220",220,2018,220,"221","Mar","06--Mar",6,"MISSION","CMO",434.5,2697.5,0.16107507
"4618",4618,2020,280,"282","Sep","12--Sep",12,"MISSION","TSRA",0,141.5,0
"4879",4879,2020,290,"291","Jan","04--Jan",4,"MISSION","OVERHEAD",24,280.5,0.085561497
"685",685,2018,250,"253","Jun","09--Jun",9,"MISSION","OVERHEAD",31,376.5,0.082337317
"3078",3078,2019,280,"285","Jun","09--Jun",9,"MISSION","TSRA",13.5,911,0.01481888
"3954",3954,2020,240,"243","Jun","09--Jun",9,"MISSION","TSRA",0,118,0
"4966",4966,2020,290,"293","Dec","03--Dec",3,"MISSION","OVERHEAD",0,56,0
"2043",2043,2019,220,"224","Jun","09--Jun",9,"MISSION","OVERHEAD",17.5,316,0.055379747
"2942",2942,2019,280,"283","Dec","03--Dec",3,"MISSION","UNIQ",0,8,0
"876",876,2018,260,"262","Apr","07--Apr",7,"MISSION","CMO",30,16,1.875
"4698",4698,2020,280,"284","Mar","06--Mar",6,"MISSION","TSRA",0,392.8,0
"3110",3110,2019,280,"286","Aug","11--Aug",11,"REIMB","",0,69,0
"5064",5064,2020,290,"295","Jan","04--Jan",4,"MISSION","TSRA",114.5,304,0.376644737
"272",272,2018,220,"222","Oct","01--Oct",1,"MISSION","TSRA",0,0,0
"1869",1869,2019,210,"212","Aug","11--Aug",11,"MISSION","OVERHEAD",7.5,1067.5,0.007025761
"1064",1064,2018,280,"280","May","08--May",8,"MISSION","OVERHEAD",0,136,0
"4006",4006,2020,250,"251","Feb","05--Feb",5,"MISSION","TSRA",0,638,0
"2182",2182,2019,240,"243","Dec","03--Dec",3,"MISSION","OVERHEAD",0,293,0
"2274",2274,2019,250,"251","Jun","09--Jun",9,"MISSION","CMO",0,183,0
"1359",1359,2018,280,"286","Jun","09--Jun",9,"REIMB","REIMB",58.5,96,0.609375
"1947",1947,2019,220,"221","Nov","02--Nov",2,"MISSION","OVERHEAD",0,100,0
"1409",1409,2018,280,"287","Jun","09--Jun",9,"MISSION","TSRA",0,53,0
"4653",4653,2020,280,"283","Nov","02--Nov",2,"MISSION","FTS",0,819,0
"4087",4087,2020,250,"252","Mar","06--Mar",6,"MISSION","OVERHEAD",0,450,0
"3524",3524,2020,200,"200A","Jun","09--Jun",9,"MISSION","OVERHEAD",4.2,168,0.025
"2251",2251,2019,250,"251","Aug","11--Aug",11,"MISSION","TSRA",8,993,0.008056395
"3921",3921,2020,240,"242","Nov","02--Nov",2,"MISSION","TSRA",58,1004,0.057768924
"1885",1885,2019,210,"212","May","08--May",8,"MISSION","FTS",0,0,0
"4585",4585,2020,280,"282","Dec","03--Dec",3,"MISSION","TSRA",0,93,0
"1671",1671,2018,290,"295","Mar","06--Mar",6,"MISSION","CMO",72,781,0.092189501
"3193",3193,2019,280,"287","May","08--May",8,"MISSION","CMO",0,13,0
"1988",1988,2019,220,"222","May","08--May",8,"MISSION","OVERHEAD",20.5,595,0.034453782
"2260",2260,2019,250,"251","Feb","05--Feb",5,"MISSION","OVERHEAD",12,132,0.090909091
"3858",3858,2020,240,"241","Jun","09--Jun",9,"REIMB","REIMB",0,10,0
"2484",2484,2019,250,"255","Aug","11--Aug",11,"MISSION","OVERHEAD",0,176,0
"2924",2924,2019,280,"282","Sep","12--Sep",12,"MISSION","CMO",0,40,0
"336",336,2018,220,"224","Mar","06--Mar",6,"REIMB","REIMB",11,194,0.056701031
"189",189,2018,220,"220","Jul","10--Jul",10,"MISSION","CMO",2,0,0
"2592",2592,2019,260,"261","May","08--May",8,"MISSION","UNIQ",0,8,0
"3794",3794,2020,220,"224","Jun","09--Jun",9,"MISSION","CMO",64.5,1531,0.042129327
"3294",3294,2019,290,"292","Feb","05--Feb",5,"MISSION","FTS",8,418,0.019138756
"4659",4659,2020,280,"283","Oct","01--Oct",1,"REIMB","REIMB",161,249,0.646586345
"2487",2487,2019,250,"255","Dec","03--Dec",3,"MISSION","OVERHEAD",22,112,0.196428571
"3076",3076,2019,280,"285","Jun","09--Jun",9,"MISSION","FTS",100,358,0.279329609
"1829",1829,2019,210,"211","Dec","03--Dec",3,"MISSION","UNIQ",0,115,0
"2978",2978,2019,280,"283","Nov","02--Nov",2,"REIMB","",17.5,40,0.4375
"3167",3167,2019,280,"287","Dec","03--Dec",3,"MISSION","FTS",11,584,0.018835616
"4451",4451,2020,260,"263","Sep","12--Sep",12,"MISSION","CMO",90,229,0.3930131
"3855",3855,2020,240,"241","Jun","09--Jun",9,"MISSION","FTS",0,47,0
"1944",1944,2019,220,"221","May","08--May",8,"MISSION","OVERHEAD",0,251,0
"1643",1643,2018,290,"295","Aug","11--Aug",11,"MISSION","OVERHEAD",0,144,0
"576",576,2018,250,"251","Jun","09--Jun",9,"REIMB","REIMB",0,16,0
"3201",3201,2019,280,"287","Nov","02--Nov",2,"MISSION","UNIQ",0,18,0
"1874",1874,2019,210,"212","Feb","05--Feb",5,"MISSION","OVERHEAD",0,962,0
"5032",5032,2020,290,"294","May","08--May",8,"MISSION","TSRA",0,217,0
"3369",3369,2019,290,"293","May","08--May",8,"MISSION","FTS",95.5,690,0.138405797
"3719",3719,2020,220,"222","Aug","11--Aug",11,"MISSION","",0,44,0
"3499",3499,2019,290,"296","Jul","10--Jul",10,"MISSION","TSRA",0,56,0
"4052",4052,2020,250,"252","Aug","11--Aug",11,"MISSION","FTS",152.5,1555,0.09807074
"2756",2756,2019,260,"264","Feb","05--Feb",5,"MISSION","CMO",211.5,841,0.251486326
"1020",1020,2018,260,"264","Jan","04--Jan",4,"REIMB","REIMB",18.5,225.5,0.082039911
"3249",3249,2019,290,"291","Jul","10--Jul",10,"MISSION","UNIQ",2,0,0
"1434",1434,2018,290,"290","Feb","05--Feb",5,"MISSION","OVERHEAD",0,125,0
"2697",2697,2019,260,"263","Jan","04--Jan",4,"MISSION","TSRA",57,306,0.18627451
"1786",1786,2019,200,"205B","Jul","10--Jul",10,"MISSION","OVERHEAD",15,152,0.098684211
"852",852,2018,260,"261","Mar","06--Mar",6,"MISSION","CMO",0,56,0
"4608",4608,2020,280,"282","Nov","02--Nov",2,"MISSION","FTS",28.5,1288.5,0.022118743
"4677",4677,2020,280,"284","Feb","05--Feb",5,"MISSION","CMO",0,57.5,0
"2651",2651,2019,260,"262","Mar","06--Mar",6,"MISSION","TSRA",0,54,0
"4238",4238,2020,250,"255","Jul","10--Jul",10,"MISSION","TSRA",0,777,0
"2506",2506,2019,250,"255","Jun","09--Jun",9,"MISSION","UNIQ",0,0,0
"351",351,2018,220,"224","Sep","12--Sep",12,"MISSION","OVERHEAD",30.5,273,0.111721612
"1734",1734,2018,290,"296","Sep","12--Sep",12,"MISSION","TSRA",0,181,0
"797",797,2018,250,"255","May","08--May",8,"REIMB","REIMB",4,54,0.074074074
"4509",4509,2020,260,"264","Nov","02--Nov",2,"REIMB","REIMB",84,80,1.05
"3958",3958,2020,240,"243","Mar","06--Mar",6,"MISSION","OVERHEAD",0,712,0
"654",654,2018,250,"252","Sep","12--Sep",12,"MISSION","OVERHEAD",34.5,319,0.10815047
"2776",2776,2019,260,"264","Jun","09--Jun",9,"MISSION","CMO",469.5,915.5,0.512834517
"4401",4401,2020,260,"263","Aug","11--Aug",11,"MISSION","FTS",34.5,282,0.122340426
"3859",3859,2020,240,"241","Mar","06--Mar",6,"MISSION","CMO",0,50,0
"2637",2637,2019,260,"262","Jan","04--Jan",4,"REIMB","",0,36,0
"4490",4490,2020,260,"264","Jun","09--Jun",9,"MISSION","OVERHEAD",0,262,0
"2712",2712,2019,260,"263","Mar","06--Mar",6,"MISSION","OVERHEAD",44.5,326,0.136503067
"2554",2554,2019,260,"261","Dec","03--Dec",3,"MISSION","FTS",115.5,1288.5,0.089639115
"3789",3789,2020,220,"224","Jan","04--Jan",4,"MISSION","OVERHEAD",60,227,0.264317181
"420",420,2018,240,"241","Nov","02--Nov",2,"MISSION","OVERHEAD",53.5,25,2.14
"4472",4472,2020,260,"264","Dec","03--Dec",3,"REIMB","REIMB",45,144,0.3125
"2935",2935,2019,280,"283","Aug","11--Aug",11,"MISSION","OVERHEAD",0,239,0
"4854",4854,2020,290,"290","Feb","05--Feb",5,"MISSION","FTS",4,0,0
"4034",4034,2020,250,"251","Nov","02--Nov",2,"MISSION","FTS",42.5,598,0.071070234
"2677",2677,2019,260,"263","Apr","07--Apr",7,"REIMB","",36,189,0.19047619
"3362",3362,2019,290,"293","Jun","09--Jun",9,"MISSION","FTS",39.5,454.5,0.086908691
"403",403,2018,240,"241","Jun","09--Jun",9,"MISSION","CMO",0,717,0
"1984",1984,2019,220,"222","Mar","06--Mar",6,"MISSION","OVERHEAD",39,428,0.091121495
"969",969,2018,260,"263","Jun","09--Jun",9,"MISSION","TSRA",2,340,0.005882353
"4575",4575,2020,280,"281","Sep","12--Sep",12,"MISSION","TSRA",0,276,0
"3594",3594,2020,210,"211","Aug","11--Aug",11,"MISSION","OVERHEAD",0,331,0
"1088",1088,2018,280,"281","Jul","10--Jul",10,"REIMB","REIMB",508.5,312,1.629807692
"1021",1021,2018,260,"264","Jul","10--Jul",10,"MISSION","CMO",265,871,0.304247991
"1677",1677,2018,290,"295","May","08--May",8,"MISSION","FTS",29,203,0.142857143
"1888",1888,2019,210,"212","Nov","02--Nov",2,"MISSION","OVERHEAD",2,934.5,0.002140182
"3204",3204,2019,280,"287","Oct","01--Oct",1,"MISSION","OVERHEAD",0,169,0
"3997",3997,2020,250,"251","Aug","11--Aug",11,"REIMB","REIMB",20.5,34,0.602941176
"1005",1005,2018,260,"264","Aug","11--Aug",11,"REIMB","REIMB",84,290,0.289655172
"741",741,2018,250,"254","May","08--May",8,"MISSION","FTS",90,1251,0.071942446
"237",237,2018,220,"222","Apr","07--Apr",7,"MISSION","OVERHEAD",17,231,0.073593074
"4432",4432,2020,260,"263","Mar","06--Mar",6,"MISSION","OVERHEAD",35.3,596,0.059228188
"1515",1515,2018,290,"292","Jan","04--Jan",4,"MISSION","CMO",0,44,0
"4368",4368,2020,260,"262","Jun","09--Jun",9,"REIMB","",0,9,0
"2208",2208,2019,240,"243","Mar","06--Mar",6,"MISSION","OVERHEAD",4,401.5,0.00996264
"1221",1221,2018,280,"284","Apr","07--Apr",7,"MISSION","TSRA",0,604.5,0
"4391",4391,2020,260,"262","Sep","12--Sep",12,"MISSION","",0,18,0
"525",525,2018,240,"243","Sep","12--Sep",12,"MISSION","FTS",0,929,0
"4742",4742,2020,280,"285","Mar","06--Mar",6,"REIMB","REIMB",25,44,0.568181818
"825",825,2018,260,"261","Apr","07--Apr",7,"REIMB","REIMB",0,8,0
"1494",1494,2018,290,"291","Sep","12--Sep",12,"MISSION","OVERHEAD",0,178,0
"3962",3962,2020,240,"243","May","08--May",8,"MISSION","FTS",0,488,0
"2538",2538,2019,260,"260","Jun","09--Jun",9,"MISSION","OVERHEAD",0,127,0
"4607",4607,2020,280,"282","May","08--May",8,"MISSION","TSRA",0,289.5,0
"2664",2664,2019,260,"262","Oct","01--Oct",1,"MISSION","OVERHEAD",0,295,0
"4999",4999,2020,290,"293","Sep","12--Sep",12,"MISSION","TSRA",0,191,0
"5116",5116,2020,290,"296","Jul","10--Jul",10,"MISSION","OVERHEAD",6,200.5,0.029925187
"3334",3334,2019,290,"292","Sep","12--Sep",12,"MISSION","FTS",10,497,0.020120724
"4848",4848,2020,280,"287","Sep","12--Sep",12,"MISSION","FTS",15,621.5,0.024135157
"727",727,2018,250,"254","Jan","04--Jan",4,"MISSION","TSRA",335,588,0.569727891
"2047",2047,2019,220,"224","Mar","06--Mar",6,"REIMB","",6,621,0.009661836
"134",134,2018,210,"211","Sep","12--Sep",12,"MISSION","TSRA",39,1033.5,0.037735849
"2366",2366,2019,250,"253","Apr","07--Apr",7,"MISSION","CMO",0,172,0
"309",309,2018,220,"224","Apr","07--Apr",7,"MISSION","CMO",98.1,1308.5,0.074971341
"2546",2546,2019,260,"261","Apr","07--Apr",7,"MISSION","TSRA",86,335,0.256716418
"3339",3339,2019,290,"293","Apr","07--Apr",7,"MISSION","FTS",51,801.5,0.063630692
"4937",4937,2020,290,"292","Mar","06--Mar",6,"MISSION","CMO",0,48,0
"3429",3429,2019,290,"295","Apr","07--Apr",7,"MISSION","FTS",0,245,0
"3577",3577,2020,210,"210","Apr","07--Apr",7,"MISSION","OVERHEAD",0,168,0
"2306",2306,2019,250,"252","Apr","07--Apr",7,"MISSION","CMO",0,140,0
"2871",2871,2019,280,"281","Sep","12--Sep",12,"MISSION","OVERHEAD",4,254.5,0.015717092
"568",568,2018,250,"251","Jul","10--Jul",10,"MISSION","FTS",74,951.5,0.077771939
"1774",1774,2019,200,"205A","May","08--May",8,"MISSION","OVERHEAD",162.5,1648,0.098604369
"3970",3970,2020,240,"243","Oct","01--Oct",1,"MISSION","OVERHEAD",0,264,0
"1737",1737,2019,200,"200A","Dec","03--Dec",3,"MISSION","OVERHEAD",4,72,0.055555556
"3775",3775,2020,220,"223","Sep","12--Sep",12,"MISSION","OVERHEAD",0,599,0
"3811",3811,2020,240,"240","Apr","07--Apr",7,"MISSION","CMO",20,5.5,3.636363636
"1960",1960,2019,220,"222","Aug","11--Aug",11,"MISSION","",18,0,0
"827",827,2018,260,"261","Aug","11--Aug",11,"MISSION","OVERHEAD",60.5,443.5,0.136414882
"3901",3901,2020,240,"242","Jan","04--Jan",4,"MISSION","TSRA",306,1356,0.225663717
"42",42,2018,200,"200A1","Oct","01--Oct",1,"MISSION","OVERHEAD",8,150,0.053333333
"56",56,2018,200,"205A","Oct","01--Oct",1,"MISSION","OVERHEAD",96,1515.5,0.063345431
"5095",5095,2020,290,"295","Sep","12--Sep",12,"MISSION","OVERHEAD",17,244,0.069672131
"2954",2954,2019,280,"283","Jul","10--Jul",10,"MISSION","OVERHEAD",0,333,0
"993",993,2018,260,"263","Sep","12--Sep",12,"MISSION","OVERHEAD",4.5,160,0.028125
"4346",4346,2020,260,"262","Dec","03--Dec",3,"MISSION","OVERHEAD",0,201.5,0
"1337",1337,2018,280,"286","Aug","11--Aug",11,"MISSION","TSRA",31,326.5,0.094946401
"2537",2537,2019,260,"260","Jul","10--Jul",10,"MISSION","OVERHEAD",0,135,0
"4652",4652,2020,280,"283","May","08--May",8,"REIMB","REIMB",0,8,0
"4764",4764,2020,280,"286","Aug","11--Aug",11,"MISSION","TSRA",24,355.5,0.067510549
"3565",3565,2020,200,"205C","Aug","11--Aug",11,"MISSION","OVERHEAD",0,168,0
"1262",1262,2018,280,"284","May","08--May",8,"MISSION","TSRA",0,295,0
"3240",3240,2019,290,"291","Feb","05--Feb",5,"MISSION","UNIQ",0,91,0
"40",40,2018,200,"200A1","May","08--May",8,"MISSION","OVERHEAD",0,139,0
"1556",1556,2018,290,"293","Apr","07--Apr",7,"REIMB","REIMB",7,8,0.875
"4231",4231,2020,250,"255","Feb","05--Feb",5,"MISSION","TSRA",123,612,0.200980392
"4344",4344,2020,260,"262","Dec","03--Dec",3,"MISSION","CMO",293.5,338,0.868343195
"1913",1913,2019,220,"220","May","08--May",8,"MISSION","OVERHEAD",28.5,150,0.19
"764",764,2018,250,"255","Aug","11--Aug",11,"MISSION","TSRA",0,671,0
"521",521,2018,240,"243","Oct","01--Oct",1,"MISSION","OVERHEAD",0,90.5,0
"3692",3692,2020,220,"221","Jan","04--Jan",4,"REIMB","REIMB",71.5,282,0.253546099
"347",347,2018,220,"224","Oct","01--Oct",1,"MISSION","OVERHEAD",98,354.5,0.276445698
"3904",3904,2020,240,"242","Jul","10--Jul",10,"MISSION","TSRA",64,1385,0.046209386
"2079",2079,2019,240,"241","Aug","11--Aug",11,"MISSION","TSRA",0,4,0
"4697",4697,2020,280,"284","Mar","06--Mar",6,"MISSION","OVERHEAD",16,975.7,0.016398483
"2932",2932,2019,280,"283","Apr","07--Apr",7,"MISSION","UNIQ",0,208.5,0
"3956",3956,2020,240,"243","Mar","06--Mar",6,"MISSION","CMO",0,0,0
"1691",1691,2018,290,"295","Sep","12--Sep",12,"MISSION","CMO",25,254,0.098425197
"3744",3744,2020,220,"222","Mar","06--Mar",6,"REIMB","REIMB",1,16,0.0625
"99",99,2018,210,"211","Aug","11--Aug",11,"MISSION","OVERHEAD",3.5,310,0.011290323
"2842",2842,2019,280,"281","Jan","04--Jan",4,"MISSION","TSRA",18,366,0.049180328
"4541",4541,2020,280,"281","Dec","03--Dec",3,"MISSION","TSRA",0,34,0
"1447",1447,2018,290,"291","Apr","07--Apr",7,"MISSION","TSRA",0,535,0
"178",178,2018,210,"213","May","08--May",8,"MISSION","OVERHEAD",12,616,0.019480519
"2698",2698,2019,260,"263","Jan","04--Jan",4,"MISSION","UNIQ",0,34,0
"3416",3416,2019,290,"294","May","08--May",8,"MISSION","TSRA",0,972,0
"4601",4601,2020,280,"282","Mar","06--Mar",6,"MISSION","",0,24,0
"3387",3387,2019,290,"294","Apr","07--Apr",7,"MISSION","TSRA",8,299,0.026755853
"15",15,2018,200,"200A","Aug","11--Aug",11,"MISSION","OVERHEAD",4,120,0.033333333
"4174",4174,2020,250,"254","Aug","11--Aug",11,"MISSION","OVERHEAD",26,448,0.058035714
"3082",3082,2019,280,"285","Mar","06--Mar",6,"MISSION","OVERHEAD",15.5,478,0.032426778
"3442",3442,2019,290,"295","Feb","05--Feb",5,"MISSION","FTS",66.5,319,0.20846395
"1586",1586,2018,290,"293","Nov","02--Nov",2,"MISSION","TSRA",0,239,0
"4228",4228,2020,250,"255","Dec","03--Dec",3,"MISSION","TSRA",0,282,0
"3352",3352,2019,290,"293","Feb","05--Feb",5,"MISSION","TSRA",0,206,0
"1851",1851,2019,210,"211","Mar","06--Mar",6,"MISSION","UNIQ",16,148,0.108108108
"2888",2888,2019,280,"282","Feb","05--Feb",5,"MISSION","",0,17,0
"3363",3363,2019,290,"293","Jun","09--Jun",9,"MISSION","OVERHEAD",2,171,0.011695906
"3624",3624,2020,210,"211","Nov","02--Nov",2,"MISSION","TSRA",18,1217,0.014790468
"908",908,2018,260,"262","Jun","09--Jun",9,"MISSION","TSRA",65,469,0.138592751
"3422",3422,2019,290,"294","Oct","01--Oct",1,"MISSION","TSRA",0,574,0
"4094",4094,2020,250,"252","Nov","02--Nov",2,"MISSION","CMO",0,75,0
"3922",3922,2020,240,"242","Oct","01--Oct",1,"MISSION","CMO",0,8,0
"1985",1985,2019,220,"222","Mar","06--Mar",6,"REIMB","",49,331.5,0.147812971
"2173",2173,2019,240,"243","Apr","07--Apr",7,"REIMB","",0,75,0
"627",627,2018,250,"252","Jul","10--Jul",10,"REIMB","REIMB",0,35,0
"1655",1655,2018,290,"295","Feb","05--Feb",5,"REIMB","REIMB",0,48,0
"3884",3884,2020,240,"242","Apr","07--Apr",7,"MISSION","OVERHEAD",0,200,0
"4270",4270,2020,260,"260","Jul","10--Jul",10,"MISSION","OVERHEAD",0,166,0
"3333",3333,2019,290,"292","Oct","01--Oct",1,"MISSION","UNIQ",0,20,0
"4936",4936,2020,290,"292","Jun","09--Jun",9,"REIMB","REIMB",0,48,0
"1951",1951,2019,220,"221","Oct","01--Oct",1,"REIMB","",23,104,0.221153846
"1872",1872,2019,210,"212","Dec","03--Dec",3,"REIMB","",0,40,0
"2582",2582,2019,260,"261","Jun","09--Jun",9,"MISSION","UNIQ",0,8,0
"2069",2069,2019,240,"240","Nov","02--Nov",2,"MISSION","OVERHEAD",7,146.5,0.04778157
"4566",4566,2020,280,"281","Nov","02--Nov",2,"MISSION","OVERHEAD",0,163,0
"1744",1744,2019,200,"200A","Nov","02--Nov",2,"MISSION","OVERHEAD",11,136,0.080882353
"3384",3384,2019,290,"293","Sep","12--Sep",12,"MISSION","UNIQ",0,71,0
"3810",3810,2020,220,"224","Sep","12--Sep",12,"REIMB","REIMB",0,366,0
"1270",1270,2018,280,"284","Oct","01--Oct",1,"MISSION","FTS",20,893,0.022396417
"2620",2620,2019,260,"262","Aug","11--Aug",11,"MISSION","UNIQ",0,18,0
"254",254,2018,220,"222","Jul","10--Jul",10,"REIMB","REIMB",72,160,0.45
"4683",4683,2020,280,"284","Jan","04--Jan",4,"MISSION","FTS",113.5,635.5,0.178599528
"2014",2014,2019,220,"223","Mar","06--Mar",6,"MISSION","CMO",0,69,0
"4959",4959,2020,290,"293","Apr","07--Apr",7,"MISSION","FTS",9.5,1419,0.006694856
"1675",1675,2018,290,"295","Mar","06--Mar",6,"REIMB","REIMB",72,120,0.6
"4982",4982,2020,290,"293","Jun","09--Jun",9,"MISSION","OVERHEAD",0,334.5,0
"2998",2998,2019,280,"284","Aug","11--Aug",11,"MISSION","UNIQ",0,30,0
"1304",1304,2018,280,"285","Jun","09--Jun",9,"MISSION","",0,16,0
"3831",3831,2020,240,"241","Aug","11--Aug",11,"MISSION","OVERHEAD",86,1257,0.068416866
"3772",3772,2020,220,"223","Nov","02--Nov",2,"MISSION","OVERHEAD",44,474.5,0.092729189
"570",570,2018,250,"251","Jul","10--Jul",10,"MISSION","TSRA",75,468.5,0.160085379
"3699",3699,2020,220,"221","Mar","06--Mar",6,"MISSION","CMO",149.5,2720.5,0.054953134
"2007",2007,2019,220,"223","Feb","05--Feb",5,"MISSION","OVERHEAD",11.5,302,0.03807947
"2602",2602,2019,260,"261","Oct","01--Oct",1,"MISSION","TSRA",0,100,0
"1845",1845,2019,210,"211","Jun","09--Jun",9,"MISSION","TSRA",39.5,1479.5,0.026698209
"4726",4726,2020,280,"285","Feb","05--Feb",5,"MISSION","OVERHEAD",7,336,0.020833333
"4865",4865,2020,290,"291","Apr","07--Apr",7,"MISSION","OVERHEAD",16,338,0.047337278
"1303",1303,2018,280,"285","Jul","10--Jul",10,"REIMB","REIMB",14,61,0.229508197
"1490",1490,2018,290,"291","Oct","01--Oct",1,"MISSION","OVERHEAD",8,254.5,0.031434185
"2947",2947,2019,280,"283","Feb","05--Feb",5,"MISSION","UNIQ",11.5,177.5,0.064788732
"3509",3509,2019,290,"296","Nov","02--Nov",2,"MISSION","FTS",58.5,1153,0.050737207
"2848",2848,2019,280,"281","Jul","10--Jul",10,"REIMB","",358.5,282,1.271276596
"422",422,2018,240,"241","Nov","02--Nov",2,"REIMB","REIMB",5.5,154,0.035714286
"2787",2787,2019,260,"264","Mar","06--Mar",6,"MISSION","UNIQ",7,156,0.044871795
"3414",3414,2019,290,"294","May","08--May",8,"MISSION","FTS",5,837,0.005973716
"1520",1520,2018,290,"292","Jul","10--Jul",10,"MISSION","CMO",0,24,0
"4938",4938,2020,290,"292","Mar","06--Mar",6,"MISSION","FTS",238,574,0.414634146
"1177",1177,2018,280,"283","Feb","05--Feb",5,"MISSION","FTS",17,1057.5,0.01607565
"2112",2112,2019,240,"241","Oct","01--Oct",1,"MISSION","FTS",0,146,0
"2206",2206,2019,240,"243","Mar","06--Mar",6,"MISSION","CMO",0,30,0
"3836",3836,2020,240,"241","Dec","03--Dec",3,"MISSION","OVERHEAD",62,731,0.084815321
"5090",5090,2020,290,"295","Oct","01--Oct",1,"MISSION","FTS",80,549,0.14571949
"1366",1366,2018,280,"286","May","08--May",8,"MISSION","TSRA",24,197,0.121827411
